GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	padj
99	GO:0042903	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	tubulin deacetylase activity	SIRT2	0.162233715732906
100	GO:0043924	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	suramin binding	RYR2	0.162233715732906
101	GO:0046970	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	NAD-dependent histone H4K16 deacetylase activity	SIRT2	0.162233715732906
102	GO:0050251	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	retinol isomerase activity	RPE65	0.162233715732906
103	GO:0052901	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	spermine oxidase activity	SMOX	0.162233715732906
104	GO:0070025	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	carbon monoxide binding	CBS	0.162233715732906
105	GO:0070699	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	type II activin receptor binding	INHBA	0.162233715732906
106	GO:0106363	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	protein-cysteine methyltransferase activity	KMT2A	0.162233715732906
107	GO:0140773	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	NAD-dependent protein demyristoylase activity	SIRT2	0.162233715732906
108	GO:0140774	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	NAD-dependent protein depalmitoylase activity	SIRT2	0.162233715732906
109	GO:0150043	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	structural constituent of synapse-associated extracellular matrix	HAPLN4	0.162233715732906
110	GO:1990890	0.025493869615171	77.3009259259259	0.0256577002660361	1	2	netrin receptor binding	TUBB3	0.162233715732906
111	GO:0051018	0.0290464584618372	4.76320808697311	0.667100206916938	3	52	protein kinase A binding	EZR;RYR2;SOX9	0.179985205206187
112	GO:0015125	0.0293118762764362	8.16597307221542	0.269405852793379	2	21	bile acid transmembrane transporter activity	SLCO1A2;SLCO1C1	0.179985205206187
113	GO:0016849	0.0293118762764362	8.16597307221542	0.269405852793379	2	21	phosphorus-oxygen lyase activity	ADCY9;GUCY1A2	0.179985205206187
114	GO:0051010	0.0293118762764362	8.16597307221542	0.269405852793379	2	21	microtubule plus-end binding	APC;DST	0.179985205206187
115	GO:0015276	0.0308383717514441	2.65418909149329	2.3476795743423	6	183	ligand-gated monoatomic ion channel activity	GRIN2C;ITPR1;KCNH7;KCNJ10;KCNJ2;RYR2	0.185999991303263
116	GO:0022834	0.0322731406917552	2.62421562657206	2.37333727460834	6	185	ligand-gated channel activity	GRIN2C;ITPR1;KCNH7;KCNJ10;KCNJ2;RYR2	0.185999991303263
117	GO:0016829	0.0330065619424045	2.60947867298578	2.38616612474135	6	186	lyase activity	ADCY9;CA10;CBS;DDC;ETNPPL;GUCY1A2	0.185999991303263
118	GO:1901618	0.0335390246265845	4.48759884974838	0.705586757315992	3	55	organic hydroxy compound transmembrane transporter activity	SLC16A1;SLCO1A2;SLCO1C1	0.185999991303263
119	GO:0042054	0.0351121660302839	4.40266266972315	0.71841560744901	3	56	histone methyltransferase activity	KMT2A;KMT2C;SMYD3	0.185999991303263
120	GO:0170055	0.0351121660302839	4.40266266972315	0.71841560744901	3	56	lipid transmembrane transporter activity	MFSD2A;SLCO1A2;SLCO1C1	0.185999991303263
121	GO:0070888	0.0367228636521897	4.3208722741433	0.731244457582028	3	57	E-box binding	BHLHE40;BHLHE41;CIART	0.185999991303263
122	GO:0015085	0.0372202721263434	2.83018867924528	1.83452556902158	5	143	calcium ion transmembrane transporter activity	CACNA1D;CACNA1G;GRIN2C;ITPR1;RYR2	0.185999991303263
